id,search,source,priority,hints,title,authors,year,doi,journal,keywords,abstract,exclude_hint,INCLUDE?,notes
812,B,unknown,HIGH,,Factored reasoning for monitoring dynamic team and goal formation,"Pfeffer, Avi; Das, Subrata; Lawles, David; Ng, Brenda",2009,10.1016/j.inffus.2008.05.005,INFORMATION FUSION,,"We study the problem of monitoring goals, team structure and state of agents, in dynamic systems where teams and goals change over time. The setting for our study is an asymmetric urban warfare environment in which uncoordinated or loosely coordinated units may attempt to attack an important target. The task is to detect a threat Such as an ambush, as early as possible. We attempt to provide decision-makers with early warnings, by simultaneously monitoring the positions of units, the teams to which they belong, and the goals of units. The hope is that we can detect situations in which teams of units simultaneously make movements headed towards a target, and we can detect their goal before they get to the target. By reasoning about teams, we may be able to detect threats sooner than if we reasoned about units individually. We develop a model in which the state space is decomposed into individual units' positions, team assignments and team goals. When a unit belongs to a team it adopts the team's goal. An individual unit's movement depends only on its own goal, but different units interact as they form teams and adopt new goals. We present an algorithm that simultaneously tracks the positions of units, the team structure and team goals. Goals are inferred from two sources: individual units' behavior, which provides information about their goals, and communications by units, which provides evidence about team formation. Our algorithm reasons globally about interactions between units and team formation, and locally about individual units' behavior. We show that our algorithm performs well at the task, scaling to twenty units. It performs significantly better than several alternative algorithms: standard particle filtering, standard factored particle filtering, and an algorithm that performs all reasoning locally within the units. (C) 2008 Elsevier B.V. All rights reserved.",,Include,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
820,B,unknown,LOW,,The Wayfarer modular navigation payload for intelligent robot infrastructure,"Yamauchi, B",2005,10.1117/12.604046,Unmanned Ground Vehicle Technology VII,,"We are currently developing autonomous urban navigation capabilities for the iRobot PackBot. The TARDEC-funded Wayfarer Project is developing a modular navigation payload that incorporates LIDAR, vision, FLIR, and inertial navigation sensors. This payload can be attached to any PackBot and will provide the robot with the capability to perform fully-autonomous urban reconnaissance missions. These capabilities will enable the PackBot Wayfarer to scout unknown territory and return maps along with video and FLIR image sequences. The Wayfarer navigation payload includes software components for obstacle avoidance, perimeter and street following, and map-building. The obstacle avoidance system enables the PackBot to avoid collisions with a wide range of obstacles in both outdoor and indoor environments. This system combines 360-degree planar LIDAR range data with 3D obstacle detection using stereo vision using a Scaled Vector Field Histogram algorithm. We use a real-time Hough transform to detect linear features in the range data that correspond to building walls and street orientations. We use the LIDAR range data to build an occupancy grid map of the robot's surroundings in real-time. Data from the range sensors, obstacle avoidance, and the Hough transform are transmitted via UDP over wireless Ethernet to an OpenGL-based OCU that displays this information graphically and in real-time.",,Include,
,,,,,,,,,,,,,,
822,B,unknown,HIGH,,An advanced telereflexive tactical response robot,"Everett, HR; Gilbreath, GA; Ciccimaro, DA",2001,10.1023/A:1011204111813,AUTONOMOUS ROBOTS,,"ROBART III is intended as an advanced demonstration platform for non-lethal tactical response, extending the concepts of reflexive teleoperation into the realm of coordinated weapons control (i.e., sensor-aided control of mobility, camera, and weapon functions) in law enforcement and urban warfare scenarios. A rich mix of ultrasonic and optical proximity and range sensors facilitates remote operation in unstructured and unexplored buildings with minimal operator oversight. Supervised autonomous navigation and mapping of interior spaces is significantly enhanced by an innovative algorithm which exploits the fact that the majority of man-made structures are characterized by (but not limited to) parallel and orthogonal walls. This paper presents a brief overview of the advanced telereflexive man-machine interface and its associated ""human-centered mapping"" strategy.",,Include,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
828,B,unknown,HIGH,,Rapid assessment of large-scale urban destruction in conflict zones using hypergraph-based visual-structural machine learning,"Zhao, Xinjie; Morikawa, So",2025,10.1016/j.jer.2024.08.006,JOURNAL OF ENGINEERING RESEARCH,,"In an era marked by increasing geopolitical conflicts, the accurate and swift assessment of urban damage in waraffected areas is crucial for implementing effective emergency responses and sustainable recovery planning. Traditional methodologies often fall short in capturing the unpredictable dynamics of warfare and the complex structures of urban systems. This paper introduces a novel visual-graph machine learning framework, ViT2G, that synergizes the feature representation capabilities of Vision Transformers (ViT) with the structural processing strengths of Graph Neural Networks (GNNs). By integrating high-resolution satellite imagery with urban topology through a hypergraph-based data structure and designing three hypergraph-based machine learning models: Hypergraph Convolutional Network (HGCN), Hypergraph Attention Network (HGAT), and Hypergraph Transformer (HGT), we redefine the challenge of assessing war-induced urban destruction as a graph machine learning task. The experiments demonstrate that for the task of patch-wise damage status classification, this framework requires only a pair of pre- and post-war images to perform fine-grained categorization of the damaged areas. In the binary classification task, the Hypergraph Attention Network (HGAT) model achieved a best accuracy of 94.4%, while in the multi-class classification task, it achieved a best accuracy of 73.4%, which significantly outperform traditional computer vision models.",,Include,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
836,B,unknown,HIGH,,An automated security response robot,"Ciccimaro, DA; Everett, HR; Gilbreath, GA; Tran, TT",1998,,MOBILE ROBOTS XIII AND INTELLIGENT TRANSPORTATION SYSTEMS,,"ROBART III is intended as an advanced demonstration platform for non-lethal response measures, extending the concepts of reflexive teleoperation into the realm of coordinated weapons control (i.e., sensor-aided control of mobility, camera, and weapon functions) in law enforcement and urban warfare scenarios. A rich mix of ultrasonic and optical proximity and range sensors facilitates remote operation in unstructured and unexplored buildings with minimal operator supervision. Autonomous navigation and mapping of interior spaces is significantly enhanced by an innovative algorithm which exploits the fact that the majority of man-made structures are characterized by (but not limited to) parallel and orthogonal walls.Extremely robust intruder detection and assessment capabilities are achieved through intelligent fusion of a multitude of inputs from various onboard motion sensors. Intruder detection is addressed by a 360-degree staring array of passive-infrared motion detectors, augmented by a number of positionable head-mounted sensors (i.e., sonar, microwave, video). Automatic camera tracking of a moving target is accomplished using a video line digitizer. Non-lethal response systems include a six-barreled pneumatically-powered Gatling gun, high-powered strobe lights, and three ear-piercing 103-decibel sirens.This paper presents a comprehensive overview of ROBART Ill's supervised autonomous navigation, intruder tracking, and non-lethal weapon and control systems.",,Include,
